ID,MEMBER_ID,PROVIDER_NAME,PHYSPENTRIGHTTIME__C,HOWLIKELYCONTACTDR__C,LEVELTRUSTPHYSICIAN__C,sentiment_label,HOWLIKELYCONTACTDR_encoded,PHYSPENTRIGHTTIME__encoded,LEVELTRUSTPHYSICIAN_encoded,sentiment_label_encoded,MembertoProvider_Score
a2p1U000000Ro9KQAS,0011U00000rhyULQAY,Stephen Wills,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoLXQA0,0011U00000riGH9QAM,Kory Schweitzer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000oeUkAAI,0011U00000riYKEQA2,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pEvUAAU,0011U00000rk9KwQAI,Leigh Ann Gratz,Strongly agree,Very Unlikely,Very Satisfied,Neutral,0,100,100,50,6.25
a2p1U000000Rp72QAC,0011U00000rjz1CQAQ,Brian Sammon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpFsQAK,0011U00000rkAqIQAU,David Malfese,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p1U000000Rv96QAC,0011U00000rinvpQAA,Emily Masterson,Strongly agree,Very Unlikely,Very Satisfied,Positive,0,100,100,100,7.5
a2p3g000000oRmxAAE,0011U00000ri9WtQAI,Matthew Szvetecz,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000Roq0QAC,0011U00000rjROIQA2,Lauren DeAlleaume,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000pX3vAAE,0013g000006tedbAAA,Matthew Szvetecz,Strongly agree,Likely,Satisfied,Neutral,80,100,80,50,7.75
a2p1U000000RofxQAC,0011U00000ri8zvQAA,Jan Hester,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoH6QAK,0011U00000rk5tWQAQ,Cari Bollweg,Agree,Likely,Satisfied,Positive,80,80,80,100,8.5
a2p1U000000RoCyQAK,0011U00000rjMiAQAU,Kathleen Hathaway,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000KylvAAC,0011U00000rjMiAQAU,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rq9gQAC,0011U00000rhxVNQAY,Michael Gorman,Agree,Likely,Satisfied,Positive,80,80,80,100,8.5
a2p1U000000RoXBQA0,0011U00000rih7jQAA,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RouXQAS,0011U00000riggQQAQ,John Reiskytl,Agree,Likely,Neutral,Positive,80,80,60,100,8.0
a2p1U000000RofTQAS,0011U00000rjIcRQAU,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoiLQAS,0011U00000rjI93QAE,Jan Hester,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoiXQAS,0011U00000ri4QHQAY,David McCay,Agree,Very Likely,Satisfied,Positive,100,80,80,100,9.0
a2p1U000000RoJpQAK,0011U00000ri4QHQAY,David McCay,No Response,No Response,No Response,Neutral,40,40,40,50,4.25
a2p3g000000KzpgAAC,0011U00000riAvDQAU,David McCay,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000Rp9rQAC,0011U00000rii9HQAQ,Melissa Banzon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owOcAAI,0011U00000rjUYCQA2,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oRojAAE,0011U00000rjwH3QAI,Paula Frantz,Strongly disagree,Somewhat Likely,Very Satisfied,Positive,60,0,100,100,6.5
a2p1U000000Rq7EQAS,0011U00000rhyVKQAY,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpxOQAS,0011U00000rjCtFQAU,Jodi Ritter,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000L1O3AAK,0011U00000rk7plQAA,Kathleen Hathaway,Strongly agree,Likely,No Response,Positive,80,100,40,100,8.0
a2p3g000000KzBJAA0,0011U00000riCG0QAM,Care Team- Ohio,Strongly disagree,Very Unlikely,Very Satisfied,Positive,0,0,100,100,5.0
a2p1U000000RpJcQAK,0011U00000rjPLoQAM,David McCay,Strongly disagree,Likely,Very Satisfied,Positive,80,0,100,100,7.0
a2p1U000000RouiQAC,0011U00000rjlNpQAI,Care Team- Ohio,Agree,Very Likely,Satisfied,Neutral,100,80,80,50,7.75
a2p1U000000Rq1AQAS,0011U00000riAHpQAM,Undetermined Physician,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoBjQAK,0011U00000riTrjQAE,Emily Masterson,No Response,No Response,No Response,Neutral,40,40,40,50,4.25
a2p1U000000RoqGQAS,0011U00000riQRGQA2,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000l8LOQAY,0011U00000ri553QAA,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000pX9AAAU,0011U00000ri49DQAQ,Evelyn Hemmingsen,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoPBQA0,0011U00000rk7znQAA,Paula Frantz,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000LAduAAG,0011U00000rjJwSQAU,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RosxQAC,0011U00000rii9SQAQ,Paula Frantz,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RpHMQA0,0011U00000rii9SQAQ,Paula Frantz,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000ppV9AAI,0011U00000rin6lQAA,Kristin Everett,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000oRnRAAU,0011U00000rjL18QAE,Melissa Banzon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pJxpAAE,0011U00000rk2JlQAI,Gavin Cochran,Agree,Very Likely,Very Satisfied,Neutral,100,80,100,50,8.25
a2p3g000000pg1KAAQ,0011U00000rjaNWQAY,David Malfese,Strongly agree,Likely,Very Satisfied,Negative,80,100,100,0,7.0
a2p3g000000KzvGAAS,0011U00000rjzdGQAQ,Kelli Peiffer,No Response,Very Likely,Satisfied,Positive,100,40,80,100,8.0
a2p1U000000RvKPQA0,0011U00000riGJUQA2,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000l8HRQAY,0011U00000rk74kQAA,David Malfese,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RoZNQA0,0011U00000rk45SQAQ,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoOAQA0,0011U00000ri2ikQAA,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Ro7rQAC,0011U00000ri2ikQAA,Scott Davidson,Agree,Somewhat Likely,Dissatisfied,Positive,60,80,20,100,6.5
a2p3g000000pX8CAAU,0011U00000rj60lQAA,Kelli Peiffer,Strongly agree,Very Unlikely,Very Satisfied,Positive,0,100,100,100,7.5
a2p3g000000KzDKAA0,0011U00000rj0gLQAQ,Kevin Izard,Agree,Very Likely,Satisfied,Neutral,100,80,80,50,7.75
a2p1U000000RogEQAS,0011U00000rit6TQAQ,Troy Curtis,Strongly agree,Likely,Satisfied,Neutral,80,100,80,50,7.75
a2p3g000000oReaAAE,0011U00000riXJLQA2,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Ro50QAC,0011U00000rjnzpQAA,Tammera Park,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p1U000000RoqhQAC,0011U00000rjnzpQAA,Tammera Park,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000phBzAAI,0011U00000rk6EvQAI,Sean McBrearty,Strongly agree,Very Likely,No Response,Neutral,100,100,40,50,7.25
a2p3g000000oeV7AAI,0011U00000rjQb7QAE,Jennifer Poptic,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000Kzo4AAC,0011U00000riXQQQA2,Matthew Szvetecz,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p1U000000Ror6QAC,0011U00000rjbObQAI,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000LAa4AAG,0013g000006tigcAAA,Tammera Park,Agree,Likely,Satisfied,Negative,80,80,80,0,6.0
a2p3g000000psbZAAQ,0011U00000rjCaDQAU,Layne Cryan,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp1sQAC,0011U00000rjCaDQAU,Layne Cryan,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000pbtgAAA,0013g000009gjxJAAQ,Margaret Simon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rv7zQAC,0011U00000rjvUYQAY,Jenny Chien,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000Kzo7AAC,0011U00000rjvUYQAY,Jenny Chien,Agree,Very Unlikely,Very Satisfied,Positive,0,80,100,100,7.0
a2p1U000000RoZcQAK,0011U00000rjx0KQAQ,Genni Lehnert-Beers,Strongly agree,Unlikely,Very Satisfied,Positive,20,100,100,100,8.0
a2p1U000000RpEJQA0,0011U00000rjUYVQA2,Yuri Lee,Strongly agree,Somewhat Likely,Very Satisfied,Negative,60,100,100,0,6.5
a2p1U000000RqBYQA0,0011U00000rk8R7QAI,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owPHAAY,0011U00000ri2brQAA,Steven Gray,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000KzpoAAC,0011U00000rkBUEQA2,Lauren DeAlleaume,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pRMXAA2,0011U00000rjDDUQA2,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RomLQAS,0011U00000rj6quQAA,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzEXAA0,0011U00000rjoKGQAY,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoimQAC,0011U00000riJdCQAU,Michael Gorman,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p3g000000pW73AAE,0011U00000riIUaQAM,Sean McBrearty,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000LAaTAAW,0013g000006tj5mAAA,Genni Lehnert-Beers,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000LAaBAAW,0013g000006tee3AAA,Sean McBrearty,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp9OQAS,0011U00000rk9zoQAA,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000p4gcAAA,0011U000017IqKiQAK,Stephen Wills,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoZOQA0,0011U00000rjkauQAA,Kory Schweitzer,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp3lQAC,0011U00000riAl3QAE,,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000LAbXAAW,0011U00000rk45WQAQ,Cari Bollweg,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RoIQQA0,0011U00000rjeu4QAA,Kathleen Hathaway,No Response,No Response,No Response,Neutral,40,40,40,50,4.25
a2p3g000000Kyu2AAC,0011U00000rjUCJQA2,John Reiskytl,Strongly agree,Somewhat Likely,Very Satisfied,Neutral,60,100,100,50,7.75
a2p1U000000RpwYQAS,0011U00000rj1USQAY,Kelly O'Malia,Agree,Somewhat Likely,Very Satisfied,Negative,60,80,100,0,6.0
a2p1U000000RpJ8QAK,0011U00000rjI0eQAE,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RptJQAS,0011U00000riMDGQA2,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000RpDfQAK,0011U00000riBtNQAU,Sandra Sarmiento,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RownQAC,0011U00000riBtNQAU,Sandra Sarmiento,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owLvAAI,0011U00000riBIMQA2,Katie O'Grady,Strongly agree,Somewhat Likely,Satisfied,Negative,60,100,80,0,6.0
a2p3g000000KzpaAAC,0011U00000ri9zvQAA,Michael Gorman,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RorpQAC,0011U00000rj8TSQAY,Kelli Peiffer,Agree,Likely,Satisfied,Neutral,80,80,80,50,7.25
a2p1U000000RoEFQA0,0011U00000rj8TSQAY,Kelli Peiffer,Neither agree or disagree,Very Likely,Satisfied,Positive,100,60,80,100,8.5
a2p3g000000pX4eAAE,0011U00000riii4QAA,Stephen Wills,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000l8GSQAY,0011U00000riii4QAA,Stephen Wills,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RogzQAC,0011U00000riii4QAA,Stephen Wills,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RohSQAS,0011U00000sgyVfQAI,Scott Zeller,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000L2PGAA0,0011U00000sgyVfQAI,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000oRZAAA2,0011U00000rhsCrQAI,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000Kzp8AAC,0011U00000rj7sgQAA,David Smith,Agree,Very Likely,Very Satisfied,Neutral,100,80,100,50,8.25
a2p1U000000RqE5QAK,0011U00000rjgX3QAI,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000l8BoQAI,0011U00000riPW0QAM,Meaghann Bernardy,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p3g000000pX6fAAE,0011U00000rjaYlQAI,Sean McBrearty,Strongly agree,Somewhat Likely,Satisfied,Positive,60,100,80,100,8.5
a2p1U000000RobrQAC,0011U00000riOAOQA2,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoieQAC,0011U00000rj7sgQAA,David Smith,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RolgQAC,0011U00000rjr1gQAA,Evelyn Hemmingsen,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p3g000000oeWJAAY,0011U00000riPW0QAM,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RojmQAC,0011U00000rhsZwQAI,Kathleen Hathaway,No Response,Somewhat Likely,Very Satisfied,Positive,60,40,100,100,7.5
a2p1U000000RomjQAC,0011U00000rizVaQAI,Greta Snow,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000pg3aAAA,0011U00000riZ9zQAE,Tammera Park,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000oeUGAAY,0011U00000rk9elQAA,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RouwQAC,0011U00000rjq0xQAA,Kimberly Spencer,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p1U000000RooWQAS,0011U00000rjhemQAA,Steven Gray,Strongly agree,Somewhat Likely,Very Satisfied,Neutral,60,100,100,50,7.75
a2p3g000000oeYBAAY,0011U00000rhwp2QAA,Jan Hester,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p1U000000RoN0QAK,0011U00000rih7YQAQ,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rq7HQAS,0011U00000rjyWdQAI,Joan Song-Nichols,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpGhQAK,0011U00000rjgXoQAI,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzsXAAS,0011U00000rjhemQAA,Steven Gray,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000oRqfAAE,0011U00000ri1YBQAY,Michael Gorman,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp4AQAS,0011U00000rj9IGQAY,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpJpQAK,0011U00000rinfTQAQ,,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rq8xQAC,0011U00000rj3wyQAA,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RodsQAC,0011U00000rj5flQAA,Greta Snow,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpsDQAS,0011U00000rjIs5QAE,Scott Zeller,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RpEaQAK,0011U00000rjFWrQAM,Greta Snow,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oRcYAAU,0011U00000riUgmQAE,Jenny Chien,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000px0OAAQ,0011U00000ridZTQAY,Ameena Jiwani,Strongly agree,Very Unlikely,Very Satisfied,Positive,0,100,100,100,7.5
a2p1U000000Rox7QAC,0011U00000ri173QAA,Tammera Park,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoLIQA0,0011U00000rk4kmQAA,Joan Song-Nichols,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp5DQAS,0011U00000rk4kmQAA,Joan Song-Nichols,Strongly agree,No Response,Very Satisfied,Positive,40,100,100,100,8.5
a2p1U000000Rq5qQAC,0011U00000rj4fHQAQ,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoqbQAC,0011U00000rj2k5QAA,David McCay,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000l8BNQAY,0011U00000rj1ckQAA,Cari Bollweg,Agree,Somewhat Likely,Neutral,Positive,60,80,60,100,7.5
a2p1U000000RpLDQA0,0011U00000rivbtQAA,Kimberly Spencer,Strongly agree,Somewhat Likely,Very Satisfied,Negative,60,100,100,0,6.5
a2p1U000000RoAkQAK,0011U00000rigCZQAY,Brian Sammon,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p3g000000oRiRAAU,0011U00000rjbKsQAI,Michael Gorman,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KymgAAC,0011U00000rjeIBQAY,Lauren DeAlleaume,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RqEQQA0,0011U00000rjJx1QAE,David McCay,Agree,Somewhat Likely,Satisfied,Neutral,60,80,80,50,6.75
a2p3g000000KyoOAAS,0011U00000rjBuLQAU,Gavin Cochran,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000Kzq6AAC,0011U00000ri4pLQAQ,David McCay,Agree,Somewhat Likely,Satisfied,Neutral,60,80,80,50,6.75
a2p1U000000Rq4fQAC,0011U00000ri4X5QAI,Peggy Katsma,Strongly agree,Somewhat Likely,Neutral,Neutral,60,100,60,50,6.75
a2p1U000000RoHzQAK,0011U00000rjaFdQAI,,Strongly agree,Somewhat Likely,Satisfied,Positive,60,100,80,100,8.5
a2p1U000000RodJQAS,0011U00000rimkaQAA,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoxvQAC,0011U00000rjy2ZQAQ,,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RpzvQAC,0011U00000rjCJrQAM,My - Linh Nguyen,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpH8QAK,0011U00000rjw4YQAQ,Melissa Banzon,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RpK0QAK,0011U00000riqx4QAA,Kelli Peiffer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000LAeKAAW,0011U00001Bf7xfQAB,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000LAZrAAO,0011U00000rjw2kQAA,John Reiskytl,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000Rq39QAC,0011U00000ri4pPQAQ,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp6pQAC,0011U00000rkBYPQA2,Jennifer Watson,Strongly agree,Likely,No Response,Positive,80,100,40,100,8.0
a2p1U000000RoL1QAK,0011U00000rjeu7QAA,Heather Thomas,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000l8CmQAI,0011U00000riDPCQA2,David Smith,Neither agree or disagree,Very Likely,Satisfied,Positive,100,60,80,100,8.5
a2p1U000000Rq5uQAC,0011U00000ritotQAA,Kimberly Spencer,Strongly agree,Very Unlikely,Very Dissatisfied,Positive,0,100,0,100,5.0
a2p1U000000RoM1QAK,0011U00000rk4BHQAY,Anthony Glaser,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzG4AAK,0011U00000rk4BHQAY,Anthony Glaser,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owMqAAI,0011U00000rjEbBQAU,Sonya Black,Strongly agree,Likely,Very Satisfied,Negative,80,100,100,0,7.0
a2p1U000000RoO5QAK,0011U00000rk9bnQAA,Joan Song-Nichols,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RopqQAC,0011U00000rjAPZQA2,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RvPOQA0,0011U00000rhpcvQAA,Kevin Izard,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzFfAAK,0011U00000rjfkoQAA,Greta Snow,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000L02QAAS,0011U00000riGt0QAE,Jennifer Watson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzqxAAC,0011U00000rhulkQAA,Joan Song-Nichols,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzuiAAC,0011U00000rjsmrQAA,Care Team- Ohio,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p3g000000LAgLAAW,0011U00000rk9zgQAA,Lauren DeAlleaume,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000KzJuAAK,0011U00000rjErNQAU,Evelyn Hemmingsen,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000owKmAAI,0011U00000rjUE3QAM,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzIJAA0,0013g000003ojFnAAI,Joseph Orzechowski,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzsQAAS,0011U000017Fg6CQAS,Emily Masterson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzBwAAK,0011U00000riLm3QAE,Kristin Everett,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pbxnAAA,0011U00000rhw6mQAA,Tammera Park,Strongly agree,Very Unlikely,Satisfied,Positive,0,100,80,100,7.0
a2p3g000000owKPAAY,0013g000007ZXKXAA4,Margaret Simon,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000pX7iAAE,0011U00000riOCXQA2,Cari Bollweg,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RodkQAC,0011U00000rjjPlQAI,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oeXKAAY,0011U00000riLm3QAE,Kristin Everett,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoPWQA0,0011U00000rjCbmQAE,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RvJ6QAK,0011U00000rjWA7QAM,Kimberly Spencer,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p1U000000RoPzQAK,0011U00000rjWA7QAM,Kimberly Spencer,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000l8AtQAI,0011U00000rjWA7QAM,Kimberly Spencer,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p1U000000RoW1QAK,0011U00000rhyn6QAA,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owP4AAI,0011U00000rjFs7QAE,Jennifer Poptic,Agree,No Response,Very Satisfied,Neutral,40,80,100,50,6.75
a2p3g000000KzGPAA0,0011U00000rjFs7QAE,Jennifer Poptic,Agree,Likely,Very Satisfied,Neutral,80,80,100,50,7.75
a2p3g000000KzwGAAS,0011U00000rjZJxQAM,David Malfese,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000ozElAAI,0011U00000rjZJxQAM,David Malfese,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp9fQAC,0011U00000rjJH2QAM,,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
