zip,Y,X,STATE_ZIP,REGION_ZIP,
26155,39.659451,-80.861572,WV,South,
26159,39.605411,-80.929983,WV,South,
26160,38.966426,-81.425664,WV,South,
26161,39.181051,-81.254818,WV,South,
26162,39.579087,-80.776218,WV,South,
26164,38.95759,-81.764714,WV,South,
26167,39.578498,-80.74657,WV,South,
26169,39.075465,-81.571097,WV,South,
26170,39.394325,-81.200298,WV,South,
26173,39.021136,-81.688646,WV,South,
26175,39.556931,-80.998026,WV,South,
26178,39.06776,-81.069659,WV,South,
26180,39.181974,-81.367925,WV,South,
26181,39.251101,-81.635538,WV,South,
26184,39.323032,-81.422838,WV,South,
26186,39.665555,-80.63898,WV,South,
26187,39.390693,-81.452216,WV,South,
26201,38.983537,-80.225375,WV,South,
26202,38.249209,-80.643415,WV,South,
26203,38.543012,-80.566448,WV,South,
26205,38.332208,-80.639092,WV,South,
26206,38.362142,-80.442914,WV,South,
26208,38.382374,-80.587115,WV,South,
26209,38.387939,-80.064576,WV,South,
26210,38.917176,-80.304769,WV,South,
26215,38.836483,-80.34,WV,South,
26217,38.581441,-80.41916,WV,South,
26218,38.834044,-80.259152,WV,South,
26219,38.838055,-80.259341,WV,South,
26222,38.67652,-80.394861,WV,South,
26224,38.896029,-79.848585,WV,South,
26228,38.7632,-80.372307,WV,South,
26229,39.009338,-80.30156,WV,South,
26230,38.659025,-80.203847,WV,South,
26234,38.769558,-80.304443,WV,South,
26236,38.7147,-80.311151,WV,South,
26237,38.832413,-80.159421,WV,South,
26238,39.067667,-80.122357,WV,South,
26241,38.92326,-79.850503,WV,South,
26250,39.026524,-79.940877,WV,South,
26253,38.848735,-79.871311,WV,South,
26254,38.94748,-79.637544,WV,South,
26257,38.905438,-80.00102,WV,South,
26259,38.79978,-79.894427,WV,South,
26260,39.128653,-79.468131,WV,South,
26261,38.225157,-80.53947,WV,South,
26263,38.946186,-79.436366,WV,South,
26264,38.649083,-79.776011,WV,South,
26266,38.432206,-80.500417,WV,South,
26267,38.941989,-80.088341,WV,South,
26268,38.822152,-79.706701,WV,South,
26269,39.126718,-79.599161,WV,South,
26270,38.914157,-79.531579,WV,South,
26271,39.064458,-79.612063,WV,South,
26273,38.634407,-79.955699,WV,South,
26275,39.034866,-79.954565,WV,South,
26276,39.022674,-79.75122,WV,South,
26278,38.81484,-80.031844,WV,South,
26280,38.727962,-80.026616,WV,South,
26282,38.512528,-80.162591,WV,South,
26283,39.113355,-79.784186,WV,South,
26285,38.934311,-79.967217,WV,South,
26287,39.093406,-79.681282,WV,South,
26288,38.479062,-80.410137,WV,South,
26289,39.023266,-79.564414,WV,South,
26291,38.388523,-80.065331,WV,South,
26292,39.142004,-79.498373,WV,South,
26293,38.795403,-79.924628,WV,South,
26294,38.52158,-80.038436,WV,South,
26296,38.768184,-79.601915,WV,South,
26298,38.474069,-80.329775,WV,South,
26301,39.275559,-80.338918,WV,South,
26302,39.266363,-80.309665,WV,South,
26306,39.28189,-80.332998,WV,South,
26320,39.424509,-80.82723,WV,South,
26321,39.090723,-80.47046,WV,South,
26323,39.258261,-80.28905,WV,South,
26325,39.08891,-80.897635,WV,South,
26327,39.129419,-80.926406,WV,South,
26330,39.289276,-80.254283,WV,South,
26332,39.295362,-80.516176,WV,South,
26334,39.221487,-80.151644,WV,South,
26335,38.697358,-80.654265,WV,South,
26337,39.235969,-81.150146,WV,South,
26338,39.097849,-80.60913,WV,South,
26339,39.420348,-80.617871,WV,South,
26342,39.004809,-80.868049,WV,South,
26343,38.843326,-80.408499,WV,South,
26346,39.300732,-81.056535,WV,South,
26347,39.269476,-80.125327,WV,South,
26348,39.468173,-80.526646,WV,South,
26349,39.223973,-80.134333,WV,South,
26351,38.938379,-80.83708,WV,South,
26354,39.343632,-80.022519,WV,South,
26361,39.370303,-80.319346,WV,South,
26362,39.211147,-81.050312,WV,South,
26366,39.28163,-80.342878,WV,South,
26369,39.331489,-80.336714,WV,South,
26372,38.957645,-80.360194,WV,South,
26374,39.442306,-79.888485,WV,South,
26376,38.750597,-80.479642,WV,South,
26377,39.499919,-80.641416,WV,South,
26378,39.117304,-80.435643,WV,South,
26384,38.960924,-80.717488,WV,South,
26385,39.153152,-80.344653,WV,South,
26386,39.379361,-80.353385,WV,South,
26404,39.344669,-80.314209,WV,South,
26405,39.224954,-79.904469,WV,South,
26408,39.199128,-80.270155,WV,South,
26410,39.400981,-79.824788,WV,South,
26411,39.176338,-80.717586,WV,South,
26412,38.888712,-80.568821,WV,South,
26415,39.285557,-80.967156,WV,South,
26416,39.150767,-80.040442,WV,South,
26419,39.572354,-80.649775,WV,South,
26421,39.188873,-80.914366,WV,South,
26422,39.290355,-80.434245,WV,South,
26424,39.265886,-80.160007,WV,South,
26425,39.224494,-79.662638,WV,South,
26426,39.281554,-80.559325,WV,South,
26430,38.892107,-80.741255,WV,South,
26431,39.388634,-80.29951,WV,South,
26434,39.397058,-80.766413,WV,South,
26435,39.283409,-80.066534,WV,South,
26436,39.241547,-80.809776,WV,South,
26437,39.504724,-80.567131,WV,South,
26438,39.346008,-80.317063,WV,South,
26440,39.330967,-79.906322,WV,South,
26443,39.085069,-80.757695,WV,South,
26444,39.333665,-79.761039,WV,South,
26447,38.848407,-80.503889,WV,South,
26448,39.409991,-80.48395,WV,South,
26451,39.200286,-80.401724,WV,South,
26452,39.041383,-80.464446,WV,South,
26456,39.293955,-80.773989,WV,South,
26461,39.290902,-80.396484,WV,South,
26463,39.43282,-80.353233,WV,South,
26501,39.629363,-80.089783,WV,South,
26502,39.64675,-79.920506,WV,South,
26504,39.669955,-79.975705,WV,South,
26505,39.636473,-79.951111,WV,South,
26506,39.618877,-79.973319,WV,South,
26507,39.614238,-79.915841,WV,South,
26508,39.589081,-79.896108,WV,South,
26519,39.488933,-79.640247,WV,South,
26520,39.492323,-79.813201,WV,South,
26521,39.693698,-80.23566,WV,South,
26524,39.541498,-79.802342,WV,South,
26525,39.646175,-79.624337,WV,South,
26527,39.667123,-80.056369,WV,South,
26529,39.653476,-80.234608,WV,South,
26531,39.606875,-79.890656,WV,South,
26534,39.639722,-79.987121,WV,South,
26537,39.471602,-79.684322,WV,South,
26541,39.705779,-79.993492,WV,South,
26542,39.582126,-79.79922,WV,South,
26543,39.697322,-80.066232,WV,South,
26544,39.710345,-80.159708,WV,South,
26546,39.699315,-80.070871,WV,South,
26547,39.514756,-79.813748,WV,South,
26554,39.476203,-80.152059,WV,South,
26555,39.470255,-80.150258,WV,South,
26559,39.50062,-80.172206,WV,South,
26560,39.537151,-80.145841,WV,South,
26561,39.591392,-80.569806,WV,South,
26562,39.669131,-80.395406,WV,South,
26563,39.48154,-80.273362,WV,South,
26566,39.435212,-80.129545,WV,South,
26568,39.42705,-80.347848,WV,South,
26570,39.624974,-80.259968,WV,South,
26571,39.515469,-80.248772,WV,South,
26572,39.48039,-80.309372,WV,South,
26574,39.555996,-80.178507,WV,South,
26575,39.695645,-80.469427,WV,South,
26576,39.497655,-80.257794,WV,South,
26578,39.448876,-80.178997,WV,South,
26581,39.665921,-80.575673,WV,South,
26582,39.52798,-80.344068,WV,South,
26585,39.612151,-80.438407,WV,South,
26586,39.520447,-80.114901,WV,South,
26587,39.522724,-80.296322,WV,South,
26588,39.532536,-80.123247,WV,South,
26590,39.705862,-80.31465,WV,South,
26591,39.455841,-80.298455,WV,South,
26601,38.67233,-80.687532,WV,South,
26610,38.476703,-80.760728,WV,South,
26611,38.838066,-80.849384,WV,South,
26615,38.841723,-80.723809,WV,South,
26617,38.466488,-80.871552,WV,South,
26619,38.798217,-80.764455,WV,South,
26621,38.736863,-80.610355,WV,South,
26623,38.630653,-80.876931,WV,South,
26624,38.68602,-80.772214,WV,South,
26627,38.755689,-80.651789,WV,South,
26629,38.565848,-80.70846,WV,South,
26631,38.772829,-80.582664,WV,South,
26636,38.78225,-80.899765,WV,South,
26638,38.76767,-80.992411,WV,South,
26639,38.572005,-80.902725,WV,South,
26641,38.68583,-80.874282,WV,South,
26651,38.285274,-80.844612,WV,South,
26656,38.269941,-81.130988,WV,South,
26660,38.324547,-80.707045,WV,South,
26662,38.261219,-80.733726,WV,South,
26667,38.249394,-81.016823,WV,South,
26671,38.295354,-80.963835,WV,South,
26674,38.186904,-81.124561,WV,South,
26675,38.234705,-80.936228,WV,South,
26676,38.128092,-80.738271,WV,South,
26678,38.179342,-80.906842,WV,South,
26679,38.193541,-80.803188,WV,South,
26680,38.109397,-80.893134,WV,South,
26681,38.197435,-80.682232,WV,South,
26684,38.145767,-80.884027,WV,South,
26690,38.277039,-81.070532,WV,South,
26691,38.393433,-80.67149,WV,South,
26704,39.297814,-78.59396,WV,South,
26705,39.291746,-79.601258,WV,South,
26707,38.984063,-79.145507,WV,South,
26710,39.365881,-78.91127,WV,South,
26711,39.270713,-78.496923,WV,South,
26714,39.176445,-78.639695,WV,South,
26716,39.291239,-79.511965,WV,South,
26717,39.35726,-79.16866,WV,South,
26719,39.480227,-78.773099,WV,South,
26720,39.246694,-79.352749,WV,South,
26722,39.494638,-78.628233,WV,South,
26726,39.437003,-78.981107,WV,South,
26731,39.163155,-79.042152,WV,South,
26739,39.211179,-79.25218,WV,South,
26743,39.319934,-79.047286,WV,South,
26750,39.508294,-78.995394,WV,South,
26753,39.640769,-78.773569,WV,South,
26755,39.177526,-78.691989,WV,South,
26757,39.344134,-78.758405,WV,South,
26761,39.266259,-78.703294,WV,South,
26763,39.468141,-78.69925,WV,South,
26764,39.444161,-79.54462,WV,South,
26767,39.61451,-78.761574,WV,South,
26801,39.066706,-78.78785,WV,South,
26802,38.640625,-79.198583,WV,South,
26804,38.616985,-79.552509,WV,South,
26807,38.620551,-79.38411,WV,South,
26808,39.212405,-78.435527,WV,South,
26810,38.907535,-78.801085,WV,South,
26812,38.877412,-78.892481,WV,South,
26814,38.699442,-79.497969,WV,South,
26815,38.498767,-79.274451,WV,South,
26817,39.375279,-78.387899,WV,South,
26818,39.045865,-78.993193,WV,South,
26823,39.137153,-78.483814,WV,South,
26824,39.327768,-78.827465,WV,South,
26833,39.093016,-79.202715,WV,South,
26836,39.054778,-78.973601,WV,South,
26838,38.803923,-79.064534,WV,South,
26845,39.146898,-78.951621,WV,South,
26847,38.996532,-79.123849,WV,South,
26851,39.075211,-78.596294,WV,South,
26852,39.264244,-78.898607,WV,South,
26855,38.952589,-79.272273,WV,South,
26865,39.181086,-78.493592,WV,South,
26866,38.796684,-79.257888,WV,South,
26884,38.845264,-79.383961,WV,South,
26886,38.820372,-79.476238,WV,South,
27006,36.005668,-80.430105,NC,South,
27007,36.383368,-80.601678,NC,South,
27009,36.237061,-80.082222,NC,South,
27010,36.165806,-80.369502,NC,South,
27011,36.137829,-80.659563,NC,South,
27012,36.033742,-80.396011,NC,South,
27013,35.745026,-80.676769,NC,South,
27014,35.811382,-80.559115,NC,South,
27016,36.46646,-80.251279,NC,South,
27017,36.390251,-80.716361,NC,South,
27018,36.201254,-80.530156,NC,South,
27019,36.245275,-80.223445,NC,South,
27020,36.117094,-80.812389,NC,South,
27021,36.28728,-80.356209,NC,South,
27022,36.513484,-80.219058,NC,South,
27023,36.097444,-80.422826,NC,South,
27024,36.500159,-80.847233,NC,South,
27025,36.385863,-79.967595,NC,South,
27027,36.411918,-79.976025,NC,South,
27028,35.895633,-80.558327,NC,South,
27030,36.490645,-80.628907,NC,South,
27031,36.426443,-80.663799,NC,South,
27040,36.167058,-80.37617,NC,South,
27041,36.450094,-80.489865,NC,South,
27042,36.348959,-80.05887,NC,South,
27043,36.255873,-80.44278,NC,South,
27045,36.226761,-80.291133,NC,South,
27046,36.492663,-80.089256,NC,South,
27047,36.299108,-80.57741,NC,South,
27048,36.461117,-79.907962,NC,South,
27049,36.496244,-80.632927,NC,South,
27050,36.232639,-80.396424,NC,South,
27051,36.176386,-80.164168,NC,South,
27052,36.293272,-80.137167,NC,South,
27053,36.434671,-80.321082,NC,South,
27054,35.790019,-80.612864,NC,South,
27055,36.135764,-80.667203,NC,South,
27094,36.236783,-80.29703,NC,South,
27098,36.229233,-80.304498,NC,South,
27099,36.228578,-80.303201,NC,South,
27101,36.104297,-80.214816,NC,South,
27102,36.110895,-80.202875,NC,South,
27103,36.069214,-80.31617,NC,South,
27104,36.096281,-80.322652,NC,South,
27105,36.150762,-80.234242,NC,South,
27106,36.137141,-80.31778,NC,South,
27107,36.062543,-80.183453,NC,South,
27108,36.090834,-80.247942,NC,South,
27109,36.122579,-80.285996,NC,South,
27110,36.103342,-80.227719,NC,South,
27111,36.098893,-80.243891,NC,South,
27113,36.101917,-80.247264,NC,South,
27114,36.103243,-80.243693,NC,South,
27115,36.09941,-80.249956,NC,South,
27116,36.097867,-80.244547,NC,South,
27117,36.077833,-80.23874,NC,South,
27120,36.107889,-80.24059,NC,South,
27127,36.047311,-80.265066,NC,South,
27130,36.056965,-80.320718,NC,South,
27150,36.103682,-80.20772,NC,South,
27151,36.105082,-80.204883,NC,South,
27152,36.104411,-80.206453,NC,South,
27155,36.105135,-80.201896,NC,South,
27156,36.103098,-80.205659,NC,South,
27157,36.059402,-80.321981,NC,South,
27198,36.105109,-80.225702,NC,South,
27199,36.099201,-80.249323,NC,South,
27201,36.026457,-79.485877,NC,South,
27202,36.184262,-79.506728,NC,South,
27203,35.712527,-79.815464,NC,South,
27204,35.668436,-79.808474,NC,South,
27205,35.712988,-79.814274,NC,South,
27207,35.698455,-79.508612,NC,South,
27208,35.574999,-79.524083,NC,South,
27209,35.35637,-79.790361,NC,South,
27212,36.529874,-79.302902,NC,South,
27213,35.645657,-79.413871,NC,South,
27214,36.204598,-79.704586,NC,South,
27215,36.08419,-79.452652,NC,South,
27216,36.08169,-79.412697,NC,South,
27217,36.127359,-79.415724,NC,South,
27220,36.094878,-79.434213,NC,South,
27228,35.772618,-79.137819,NC,South,
27229,35.226802,-79.791427,NC,South,
27230,35.752858,-79.731626,NC,South,
27231,36.192187,-79.165321,NC,South,
27233,35.93224,-79.699061,NC,South,
27235,36.09911,-80.009479,NC,South,
27237,35.432359,-79.17723,NC,South,
27239,35.600802,-80.089219,NC,South,
27242,35.331358,-79.629491,NC,South,
27243,36.069418,-79.20442,NC,South,
27244,36.135017,-79.505282,NC,South,
27247,35.430675,-79.787081,NC,South,
27248,35.749129,-79.701339,NC,South,
27249,36.127366,-79.587855,NC,South,
27252,35.554892,-79.346266,NC,South,
27253,36.023611,-79.366835,NC,South,
27256,35.562337,-79.279304,NC,South,
27258,36.061861,-79.339937,NC,South,
27259,35.460991,-79.57031,NC,South,
27260,35.968678,-80.000592,NC,South,
27261,35.975341,-79.999493,NC,South,
27262,35.963882,-80.020584,NC,South,
27263,35.928063,-79.961621,NC,South,
27264,35.980506,-79.995827,NC,South,
27265,36.011602,-80.001458,NC,South,
27278,36.078135,-79.089116,NC,South,
27281,35.175894,-79.577481,NC,South,
27282,35.999796,-79.93165,NC,South,
27283,35.954535,-79.637459,NC,South,
27284,36.11629,-80.092145,NC,South,
27285,36.11372,-80.077061,NC,South,
27288,36.505384,-79.745994,NC,South,
27289,36.50439,-79.741267,NC,South,
27291,36.416444,-79.191618,NC,South,
27292,35.820982,-80.257565,NC,South,
27293,35.859259,-80.257858,NC,South,
27294,35.821157,-80.250582,NC,South,
27295,35.809988,-80.258118,NC,South,
27298,35.896446,-79.506774,NC,South,
27299,35.789855,-80.37954,NC,South,
27301,36.113388,-79.673916,NC,South,
27302,36.089915,-79.285944,NC,South,
27305,36.514063,-79.220757,NC,South,
27306,35.234248,-80.000671,NC,South,
27310,36.165515,-79.983154,NC,South,
27311,36.477171,-79.47129,NC,South,
27312,35.765336,-79.136415,NC,South,
27313,35.952898,-79.757191,NC,South,
27314,36.29346,-79.197593,NC,South,
27315,36.516305,-79.428083,NC,South,
27316,35.733503,-79.653041,NC,South,
27317,35.811107,-79.801493,NC,South,
27320,36.350517,-79.670404,NC,South,
27321,36.323609,-79.630653,NC,South,
27322,36.355974,-79.666301,NC,South,
27323,36.315993,-79.658545,NC,South,
27325,35.429683,-79.581817,NC,South,
27326,36.437501,-79.547037,NC,South,
27330,35.459277,-79.168611,NC,South,
27331,35.474935,-79.182583,NC,South,
27332,35.462395,-79.172874,NC,South,
27340,35.950403,-79.319706,NC,South,
27341,35.398446,-79.783082,NC,South,
27342,36.077179,-79.624155,NC,South,
27343,36.513121,-79.083162,NC,South,
27344,35.727451,-79.464145,NC,South,
27349,35.915033,-79.427355,NC,South,
27350,35.817055,-79.892763,NC,South,
27351,35.670001,-80.268009,NC,South,
27355,35.805737,-79.536595,NC,South,
27356,35.397694,-79.785044,NC,South,
27357,36.239862,-79.981948,NC,South,
27358,36.202103,-79.89612,NC,South,
27359,36.034143,-79.368377,NC,South,
27360,35.880803,-80.083016,NC,South,
27361,35.876008,-80.099679,NC,South,
27370,35.868794,-79.948733,NC,South,
27371,35.360768,-79.895009,NC,South,
27373,36.012769,-80.139199,NC,South,
27374,35.907696,-80.254417,NC,South,
27375,36.336122,-79.653008,NC,South,
27376,35.255295,-79.591051,NC,South,
27377,36.035608,-79.602646,NC,South,
27379,36.404814,-79.335765,NC,South,
27401,36.068126,-79.770814,NC,South,
27402,36.071757,-79.791027,NC,South,
27403,36.06576,-79.822871,NC,South,
27404,36.084834,-79.83277,NC,South,
27405,36.117908,-79.768663,NC,South,
27406,36.021374,-79.767916,NC,South,
27407,36.027701,-79.873689,NC,South,
27408,36.106359,-79.817365,NC,South,
27409,36.093667,-79.927798,NC,South,
27410,36.098395,-79.885035,NC,South,
27411,36.074246,-79.77639,NC,South,
27412,36.065665,-79.806545,NC,South,
27413,36.068728,-79.810276,NC,South,
27415,36.078926,-79.645808,NC,South,
27416,36.002309,-79.764089,NC,South,
27417,36.067592,-79.952645,NC,South,
27419,35.979131,-79.708835,NC,South,
27420,36.064672,-79.843907,NC,South,
27425,36.127293,-79.942762,NC,South,
27427,36.068902,-79.766618,NC,South,
27429,36.093454,-79.812745,NC,South,
27435,36.064515,-79.826975,NC,South,
27438,36.055746,-79.804258,NC,South,
27455,36.155085,-79.814163,NC,South,
27480,36.077445,-79.825451,NC,South,
27495,36.108616,-79.737907,NC,South,
27498,36.072005,-79.767906,NC,South,
27499,36.070576,-79.766148,NC,South,
27501,35.510553,-78.742398,NC,South,
27502,35.711653,-78.81965,NC,South,
27503,36.157869,-78.899222,NC,South,
27504,35.39415,-78.54782,NC,South,
27505,35.459283,-79.053129,NC,South,
27506,35.406789,-78.738203,NC,South,
27507,36.361513,-78.529433,NC,South,
27508,35.96854,-78.194646,NC,South,
27509,36.138357,-78.757582,NC,South,
27510,35.915484,-79.078537,NC,South,
27511,35.758852,-78.780766,NC,South,
27512,35.76797,-78.798984,NC,South,
27513,35.80541,-78.797679,NC,South,
27514,35.934949,-79.037474,NC,South,
27515,35.910217,-79.054608,NC,South,
27516,35.917785,-79.121025,NC,South,
27517,35.938902,-79.040688,NC,South,
27518,35.756619,-78.78153,NC,South,
27519,35.785409,-78.779645,NC,South,
27520,35.636282,-78.444815,NC,South,
27521,35.410283,-78.672574,NC,South,
27522,36.120342,-78.690685,NC,South,
27523,35.713062,-78.823781,NC,South,
27524,35.448202,-78.425508,NC,South,
27525,36.096252,-78.452456,NC,South,
27526,35.591022,-78.777838,NC,South,
27529,35.684813,-78.60826,NC,South,
27530,35.382629,-77.978907,NC,South,
27531,35.345057,-77.965285,NC,South,
27532,35.381183,-77.953396,NC,South,
27533,35.383574,-77.951066,NC,South,
27534,35.370546,-77.930853,NC,South,
27536,36.32869,-78.404636,NC,South,
27537,36.326401,-78.405647,NC,South,
27539,35.712518,-78.823489,NC,South,
27540,35.623511,-78.834978,NC,South,
27541,36.2026,-79.074166,NC,South,
27542,35.590858,-78.122283,NC,South,
27543,35.481055,-78.821646,NC,South,
27544,36.22316,-78.440172,NC,South,
27545,35.787687,-78.483413,NC,South,
27546,35.397219,-78.813484,NC,South,
27549,36.089778,-78.299777,NC,South,
27551,36.434413,-78.002225,NC,South,
27552,35.42006,-78.934329,NC,South,
27553,36.474445,-78.299216,NC,South,
27555,35.563044,-78.205283,NC,South,
27556,36.35508,-78.399025,NC,South,
27557,35.791243,-78.189798,NC,South,
27559,35.671783,-79.17059,NC,South,
27560,35.825795,-78.836037,NC,South,
27562,35.697919,-78.934428,NC,South,
27563,36.445548,-78.194509,NC,South,
27564,36.1219,-78.673919,NC,South,
27565,36.309269,-78.591202,NC,South,
27568,35.50587,-78.243484,NC,South,
27569,35.464515,-78.162907,NC,South,
27570,36.433158,-78.236769,NC,South,
27571,35.923393,-78.456423,NC,South,
27572,36.196439,-79.007426,NC,South,
27573,36.393107,-78.985483,NC,South,
27574,36.391284,-78.989423,NC,South,
27576,35.541368,-78.284629,NC,South,
27577,35.512172,-78.347308,NC,South,
27581,36.200116,-78.724476,NC,South,
27582,36.448628,-78.569712,NC,South,
27583,36.23463,-78.965713,NC,South,
27584,36.496145,-78.423856,NC,South,
27586,36.426794,-78.004293,NC,South,
27587,35.963417,-78.51658,NC,South,
27588,35.967355,-78.517816,NC,South,
27589,36.39716,-78.151699,NC,South,
27591,35.792984,-78.387755,NC,South,
27592,35.568335,-78.70681,NC,South,
27593,35.604395,-78.341248,NC,South,
27594,36.485467,-78.171513,NC,South,
27596,36.025816,-78.467462,NC,South,
27597,35.845905,-78.338439,NC,South,
27599,35.928939,-79.040693,NC,South,
27601,35.772749,-78.635142,NC,South,
27602,35.747883,-78.637225,NC,South,
27603,35.714307,-78.660593,NC,South,
27604,35.831751,-78.574247,NC,South,
27605,35.790341,-78.653956,NC,South,
27606,35.754707,-78.722559,NC,South,
27607,35.804021,-78.697656,NC,South,
27608,35.81003,-78.645013,NC,South,
27609,35.851113,-78.629689,NC,South,
27610,35.761643,-78.583787,NC,South,
27611,35.720263,-78.733806,NC,South,
27612,35.856914,-78.689606,NC,South,
27613,35.902051,-78.707118,NC,South,
27614,35.938157,-78.631847,NC,South,
27615,35.889314,-78.637839,NC,South,
27616,35.863033,-78.535615,NC,South,
27617,35.774666,-78.639247,NC,South,
27619,35.854221,-78.628804,NC,South,
27620,35.765078,-78.587276,NC,South,
27621,35.774204,-78.634732,NC,South,
27622,35.850683,-78.692667,NC,South,
27623,35.859066,-78.790232,NC,South,
27624,35.845056,-78.634253,NC,South,
27625,35.821341,-78.57084,NC,South,
27626,35.777685,-78.634524,NC,South,
27627,35.772008,-78.713778,NC,South,
27628,35.804185,-78.64556,NC,South,
27629,35.819644,-78.572747,NC,South,
27634,35.779441,-78.638863,NC,South,
27635,35.817935,-78.572329,NC,South,
27636,35.792686,-78.691052,NC,South,
27640,35.786086,-78.638689,NC,South,
27650,35.787729,-78.662621,NC,South,
27656,35.848805,-78.692264,NC,South,
27658,35.850975,-78.593286,NC,South,
27661,35.8974,-78.561539,NC,South,
27668,35.842959,-78.634483,NC,South,
27675,35.904343,-78.742412,NC,South,
27676,35.772367,-78.634536,NC,South,
27690,35.834281,-78.666486,NC,South,
27695,35.803047,-78.713095,NC,South,
27697,35.778849,-78.623747,NC,South,
27698,35.772821,-78.639812,NC,South,
27699,35.670641,-78.663729,NC,South,
27701,35.9989,-78.899063,NC,South,
27702,36.052515,-78.879485,NC,South,
27703,35.973771,-78.838515,NC,South,
27704,36.034161,-78.869276,NC,South,
27705,36.017812,-78.948419,NC,South,
27706,35.99683,-78.937993,NC,South,
27707,35.964557,-78.940527,NC,South,
27708,35.997189,-78.938612,NC,South,
27709,35.9138,-78.848911,NC,South,
27710,36.001767,-78.940724,NC,South,
27711,35.916201,-78.867468,NC,South,
27712,36.086887,-78.923696,NC,South,
27713,35.916567,-78.917612,NC,South,
27715,36.013683,-78.959137,NC,South,
27717,35.956235,-78.95163,NC,South,
27722,35.996965,-78.899565,NC,South,
27801,35.937642,-77.774028,NC,South,
27802,35.863709,-77.84019,NC,South,
27803,35.930266,-77.833897,NC,South,
27804,35.974314,-77.831514,NC,South,
27805,36.10166,-77.04393,NC,South,
27806,35.301628,-76.789234,NC,South,
27807,35.781949,-78.11279,NC,South,
27808,35.475087,-76.812065,NC,South,
27809,36.035961,-77.734046,NC,South,
27810,35.540971,-76.618888,NC,South,
27811,35.583071,-77.490491,NC,South,
27812,35.806779,-77.378225,NC,South,
27813,35.655977,-77.939568,NC,South,
27814,35.369891,-76.922419,NC,South,
27816,36.100785,-78.065444,NC,South,
27817,35.516589,-77.104743,NC,South,
27818,36.505558,-77.01177,NC,South,
27819,35.818553,-77.457634,NC,South,
27820,36.441291,-77.256965,NC,South,
27821,35.329294,-76.89263,NC,South,
27822,35.804683,-77.8615,NC,South,
27823,36.175831,-77.66663,NC,South,
27824,35.241258,-75.989988,NC,South,
27825,35.831579,-77.172397,NC,South,
27826,35.573676,-76.242516,NC,South,
27827,35.698881,-77.513436,NC,South,
27828,35.59328,-77.588657,NC,South,
27829,35.675909,-77.63764,NC,South,
27830,35.531983,-77.977542,NC,South,
27831,36.474201,-77.596465,NC,South,
27832,36.488044,-77.622501,NC,South,
27833,35.597011,-77.375799,NC,South,
27834,35.601334,-77.38959,NC,South,
27835,35.607,-77.371771,NC,South,
27836,35.603283,-77.359478,NC,South,
27837,35.5767,-77.23509,NC,South,
27839,36.326599,-77.587407,NC,South,
27840,35.943055,-77.207183,NC,South,
27841,35.905492,-77.27888,NC,South,
27842,36.524061,-77.869673,NC,South,
27843,35.983532,-77.442885,NC,South,
27844,36.257686,-77.923294,NC,South,
27845,36.39328,-77.420095,NC,South,
27846,35.810294,-76.905822,NC,South,
27847,36.181279,-77.218678,NC,South,
27849,36.064865,-77.189906,NC,South,
27850,36.517439,-77.947612,NC,South,
27851,35.634649,-78.012797,NC,South,
27852,35.750203,-77.67047,NC,South,
27853,36.525209,-77.292806,NC,South,
27854,36.403253,-77.233491,NC,South,
27855,36.437143,-77.097324,NC,South,
27856,35.965691,-77.958946,NC,South,
27857,35.949714,-77.257056,NC,South,
27858,35.589407,-77.351275,NC,South,
27860,35.632234,-76.714103,NC,South,
27861,35.820935,-77.312517,NC,South,
27862,36.493067,-77.188974,NC,South,
27863,35.492476,-77.9833,NC,South,
27864,35.790476,-77.641917,NC,South,
27865,35.6062,-76.82886,NC,South,
27866,36.525713,-77.514848,NC,South,
27867,36.361074,-77.238158,NC,South,
27868,36.038485,-77.90884,NC,South,
27869,36.270766,-77.286338,NC,South,
27870,36.45143,-77.655125,NC,South,
27871,35.822151,-77.25192,NC,South,
27872,36.200834,-77.243084,NC,South,
27873,35.65508,-77.770318,NC,South,
27874,36.130304,-77.420567,NC,South,
27875,35.581105,-76.448894,NC,South,
27876,36.487659,-77.441965,NC,South,
27877,36.514701,-77.191721,NC,South,
27878,35.866422,-77.837357,NC,South,
27879,35.573583,-77.27961,NC,South,
27880,35.734926,-78.100591,NC,South,
27881,35.897439,-77.542637,NC,South,
27882,35.938033,-78.119372,NC,South,
27883,35.603896,-77.818704,NC,South,
27884,35.716698,-77.269611,NC,South,
27885,35.40627,-76.277705,NC,South,
27886,35.904002,-77.546737,NC,South,
27887,36.254271,-77.487612,NC,South,
27888,35.581146,-77.704479,NC,South,
27889,35.549639,-77.039376,NC,South,
27890,36.420265,-77.609569,NC,South,
27891,36.101004,-77.723888,NC,South,
27892,35.853746,-77.070115,NC,South,
27893,35.73252,-77.920181,NC,South,
27894,35.732528,-77.925919,NC,South,
27895,35.759935,-77.943394,NC,South,
27896,35.75562,-77.944711,NC,South,
27897,36.327132,-77.214945,NC,South,
27906,36.286618,-76.216871,NC,South,
27907,36.292677,-76.221442,NC,South,
27909,36.29501,-76.233334,NC,South,
27910,36.288186,-76.984827,NC,South,
27915,35.349432,-75.50184,NC,South,
27916,36.30268,-75.909091,NC,South,
27917,36.359337,-75.990261,NC,South,
27919,36.31481,-76.515448,NC,South,
